energies,grid_covers
2.0,1.2151357468269154e-05
2.01,1.4323355029843567e-05
2.0199999999999996,1.6829836282742167e-05
2.0299999999999994,1.9713498964369377e-05
2.039999999999999,2.3021243019040603e-05
2.049999999999999,2.6804435260771923e-05
2.0599999999999987,3.111917604628052e-05
2.0699999999999985,3.602656664485496e-05
2.0799999999999983,4.159297593621101e-05
2.089999999999998,4.789030502234353e-05
2.099999999999998,5.499624830520574e-05
2.1099999999999977,6.299454955919875e-05
2.1199999999999974,7.197525151613966e-05
2.1299999999999972,8.203493748073105e-05
2.139999999999997,9.327696350651668e-05
2.149999999999997,0.00010581167968572974
2.1599999999999966,0.0001197566391410061
2.1699999999999964,0.00013523679335227014
2.179999999999996,0.00015238467250768356
2.189999999999996,0.00017134054963272382
2.1999999999999957,0.00019225258732561917
2.2099999999999955,0.00021527696600968582
2.2199999999999953,0.0002405779927027237
2.229999999999995,0.0002683281893997984
2.239999999999995,0.0002987083602673751
2.2499999999999947,0.000331907636953061
2.2599999999999945,0.00036812350142517394
2.2699999999999942,0.0004075617858690725
2.279999999999994,0.00045043664928152445
2.289999999999994,0.0004969705305198448
2.2999999999999936,0.0005473940776776978
2.3099999999999934,0.0006019460537738955
2.319999999999993,0.0006608732188531568
2.329999999999993,0.0007244301887080551
2.3399999999999928,0.0007928792705382642
2.3499999999999925,0.0008664902759665452
2.3599999999999923,0.0009455403119295187
2.369999999999992,0.0010303135500550648
2.379999999999992,0.0011211009752266036
2.3899999999999917,0.0012182001141169316
2.3999999999999915,0.0013219147445506882
2.4099999999999913,0.001432554586624497
2.419999999999991,0.0015504349765768988
2.429999999999991,0.0016758765244570591
2.4399999999999906,0.0018092047566904395
2.4499999999999904,0.001950749744682692
2.45999999999999,0.0021008457206385354
2.46999999999999,0.0022598306818017847
2.4799999999999898,0.0024280459843445835
2.4899999999999896,0.002605835928149903
2.4999999999999893,0.0027935473337407754
2.509999999999989,0.0029915291126128086
2.519999999999989,0.0032001318322241058
2.5299999999999887,0.0034197072768882898
2.5399999999999885,0.0036506080058030022
2.5499999999999883,0.0038931869094275566
2.559999999999988,0.004147796765400295
2.569999999999988,0.00441478979515887
2.5799999999999876,0.004694517222394782
2.589999999999987,0.004987328834439128
2.599999999999987,0.005293572547637486
2.609999999999987,0.0056135939777309475
2.619999999999987,0.005947736016216666
2.6299999999999866,0.00629633841361512
2.6399999999999864,0.006659737370523242
2.649999999999986,0.0070382651372834565
2.659999999999986,0.007432249623047914
2.6699999999999857,0.007842014014965341
2.6799999999999855,0.008267876408166319
2.6899999999999853,0.008710149447168993
2.699999999999985,0.009169139979276257
2.709999999999985,0.009645148720480974
2.7199999999999847,0.010138469934344864
2.7299999999999844,0.010649391124264383
2.739999999999984,0.011178192739486253
2.749999999999984,0.011725147895185554
2.759999999999984,0.012290522106869107
2.7699999999999836,0.012874573039321763
2.7799999999999834,0.013477550270264108
2.789999999999983,0.01409969506884781
2.799999999999983,0.014741240189069173
2.8099999999999827,0.015402409678143474
2.8199999999999825,0.016083418699838505
2.8299999999999823,0.016784473372732076
2.839999999999982,0.017505770623319036
2.849999999999982,0.018247498053861257
2.8599999999999817,0.01900983382484043
2.8699999999999815,0.019792946551844125
2.8799999999999812,0.02059699521668638
2.889999999999981,0.02142212909253876
2.899999999999981,0.022268487682821903
2.9099999999999806,0.023136200673586165
2.9199999999999804,0.024025387899087938
2.92999999999998,0.024936159320251332
2.93999999999998,0.02586861501568535
2.9499999999999797,0.026822845184912576
2.9599999999999795,0.027798930163452095
2.9699999999999793,0.028796940449386743
2.979999999999979,0.02981693674103395
2.989999999999979,0.030858969985331358
2.9999999999999787,0.031923081436541434
3.0099999999999785,0.033031197865478666
3.0199999999999783,0.0341624149910094
3.029999999999978,0.03531675028927137
3.039999999999978,0.03649421108918104
3.0499999999999776,0.03769479468136599
3.0599999999999774,0.03891848843608595
3.069999999999977,0.04016526992967876
3.079999999999977,0.04143510707906871
3.0899999999999768,0.042727958283879895
3.099999999999977,0.04404377257569886
3.1099999999999763,0.045382489774035244
3.119999999999976,0.04674404064853821
3.129999999999976,0.048128347087026575
3.1399999999999757,0.04953532226890412
3.1499999999999755,0.05096487084353634
3.1599999999999753,0.052416889113171196
3.169999999999975,0.05389126522000038
3.179999999999975,0.05538787933696287
3.189999999999974,0.0569066038619039
3.1999999999999744,0.05844730361471322
3.209999999999974,0.060009836037076075
3.219999999999974,0.06159405139448199
3.229999999999974,0.06319979298014729
3.2399999999999736,0.06482689732051775
3.249999999999974,0.06647519438203214
3.259999999999973,0.06814450777883316
3.269999999999973,0.06983465498113212
3.2799999999999727,0.07154544752393571
3.2899999999999725,0.07327669121586551
3.2999999999999723,0.07502818634780149
3.309999999999972,0.07679972790110205
3.319999999999972,0.07859110575515794
3.3299999999999716,0.0804021048940532
3.339999999999971,0.08223250561211184
3.3499999999999712,0.08408208371813021
3.359999999999971,0.08595061073809247
3.369999999999971,0.08783785411618994
3.3799999999999706,0.08974357741396728
3.3899999999999704,0.09166754050743384
3.39999999999997,0.09360949978198363
3.40999999999997,0.09556920832498343
3.4199999999999697,0.09754641611589415
3.4299999999999695,0.0995408702137992
3.4399999999999693,0.10155231494222672
3.449999999999969,0.10358049207115819
3.459999999999969,0.10562514099612559
3.4699999999999687,0.10768599891430722
3.4799999999999685,0.10976280099754279
3.489999999999968,0.11185528056219211
3.499999999999968,0.11396316923577182
3.509999999999968,0.11608619712031205
3.5199999999999676,0.11822409295238209
3.5299999999999674,0.12037658425973889
3.539999999999967,0.1225433975145581
3.549999999999967,0.12472425828322235
3.5599999999999667,0.12691889137263007
3.5699999999999665,0.12912702097301454
3.5799999999999663,0.1313483707972499
3.589999999999966,0.1335826642166392
3.599999999999966,0.13582962439317747
3.6099999999999657,0.1380889744082875
3.6199999999999655,0.14036043738803666
3.6299999999999657,0.1426437366248394
3.639999999999965,0.1449385956956568
3.649999999999965,0.14724473857671502
3.6599999999999646,0.1495618897547522
3.669999999999965,0.1518897743348279
3.679999999999964,0.1542281181447107
3.689999999999964,0.1565766478358807
3.699999999999964,0.15893509098117262
3.709999999999963,0.16130317616909717
3.7199999999999633,0.16368063309487607
3.729999999999963,0.1660671926482285
